,Total Energy Consumption in Production,Energy Consumption per Vehicle Production,Total Water Usage,Total Wastewater Volume Generated,Water Recycling and Reuse Rate,Total GHG Emissions,GHG Emissions and Intensity per Vehicle,Total Manufacturing Waste Generation,Waste Recycling and Diversion Rate,Battery Recycling Rate,Employee Count,Employee Turnover Rate,Number of Workplace Accidents,Employee Injury Rate,Average Training Hours/Employee,Training Investment/Employee,Workforce Gender Ratios,Workforce Minority Ratios,Number of Corruption Incidents,Anti-corruption Compliance Rate,Number of Anti-competitive Practices,Monetary Value of Fines Imposed,Political Contributions and Lobbying Expenditures,Number of Marketing Compliance and Ethical Advertising Violation Incidents,Sales-weighted Average Fuel Economy/Emissions,Zero Emission and Alternative Fuel Vehicle Sales,Narrative on Sustainability Goals and Actions,Progress Updates on Emission Reduction Targets,Disclosure on Renewable Energy Initiatives and Resource Efficiency Practices,Narrative on Workforce Diversity Employee Well-being and Safety,Disclosure on Community Engagement and Social Impact Initiatives,Narrative on Governance Framework and Board Diversity,Disclosure on ESG Risk Management and Stakeholder Engagement,Narrative on Innovations in Sustainable Technologies and Product Design,Disclosure on Sustainable Supply Chain Management Practices,filename,size,Industry,Company,Year
0,,,,,,,,,,,,0.034,,,,,,,,,,,,,,,,"By 2020, the BMW Group will have reduced CO2 emissions in the European new vehicle fleet (EU-28) by at least 50% compared to the base year (1995). In recent years, we have steadily reduced the CO2 emissions of our vehicle fleet and achieved a decrease of around 40 per cent between 1990 and 2019. In 2020, we will once again lower our carbon emissions in Europe significantly, with a decrease of around 20 per cent from the previous year. This means we plan to meet Europe’s ambitious CO2 targets for 2020 and 2021.",,"Our employees can approach their line managers and the works council at any time to report dangers and risks. At several locations such as Goodwood / UK and Hams Hall / UK, an app can be used for this purpose.",,,,,"In addition to carrying out our own activities and providing due diligence tools, we are participating in various automotive industry-specific cross-sector initiatives. Here, we are committed to driving the standardisation of sustainability requirements as strongly as possible. By collaborating with other companies, we can drive positive changes even more effectively.",Auto Manufacturers - Major-BMW AG-2019 Sustainable Value Report.txt,Large,Auto Manufacturers - Major,BMW AG,2019
